age,monthly_income,savings,investment_amount,risk_level,account_balance,market_volatility_index,interest_rate,inflation_rate,stock_index_change,recommendations
28,105734,9800,7300,1,8266.28,28.54,2.57,1.82,-0.56,Mutual Funds
46,162702,31000,16700,1,13991.71,11.89,3.56,2.11,0.36,Mutual Funds
18,182235,49500,34700,2,13015.38,13.24,3.43,1.77,-1.38,Crypto
42,103511,57800,42200,2,6708.86,29.51,0.67,2.51,-1.88,Stocks
32,16653,7500,4600,0,8865.87,19.37,1.33,4.62,-0.6,Fixed Deposit
24,164033,43700,25300,0,7160.95,20.44,4.52,1.82,1.04,Gold
50,86941,21900,12000,1,14709.86,24.6,4.73,3.62,-0.11,Mutual Funds
47,38662,42400,31000,1,7990.33,39.36,4.01,2.35,-0.66,Index Funds
43,103818,29000,21200,1,7272.84,38.96,4.65,5.15,0.5,Index Funds
42,192518,54300,19500,1,11642.03,22.49,1.88,1.03,-1.37,ETFs
20,157360,18500,11300,1,13575.93,17.96,1.61,2.12,-1.84,Index Funds
24,100081,9700,3700,1,3637.08,19.08,2.23,4.03,-0.53,ETFs
24,41877,16300,9800,2,8411.41,18.06,0.75,1.48,-1.28,Crypto
45,116562,47500,20000,1,13045.29,25.97,4.14,3.33,-1.78,Mutual Funds
41,151385,27900,22000,2,23930.95,28.21,4.93,3.18,1.36,Real Estate
27,77715,45100,15800,1,13659.95,24.66,4.21,5.26,3.3,Index Funds
19,146398,22300,7600,1,13434.42,22.24,3.0,4.13,-2.33,ETFs
22,115091,27000,15400,0,4946.99,16.34,1.83,4.2,-0.62,Gold
38,137632,20900,15900,0,17194.88,24.48,1.39,5.76,0.26,Gold
35,84148,37900,28400,2,14288.82,20.23,2.14,5.91,-2.58,Stocks
18,88186,32100,11600,1,5119.02,26.25,3.5,4.27,-0.33,ETFs
36,162817,12500,8500,1,3951.83,30.26,2.51,3.61,-0.23,Mutual Funds
42,167962,49400,31600,1,11933.62,29.0,4.7,4.04,0.72,Mutual Funds
31,156094,5100,2900,2,6134.61,23.87,4.34,2.91,-1.16,Stocks
26,128629,16400,6600,0,6141.2,26.68,0.96,5.94,-0.85,Gold
25,188651,15700,7700,1,4223.98,18.55,1.09,4.53,1.46,Mutual Funds
31,75316,15200,11200,1,5593.43,10.73,3.54,2.46,0.63,ETFs
36,33380,2800,1800,1,7919.41,28.75,1.54,1.29,1.09,Mutual Funds
20,115198,1800,600,2,11280.51,17.58,4.06,1.22,-2.63,Crypto
19,7356,63200,20200,0,9765.24,30.07,3.16,2.02,-1.0,Fixed Deposit
21,75326,65600,23600,1,8353.26,32.41,1.53,2.16,2.27,ETFs
35,97447,68900,46200,0,5198.71,37.48,2.65,3.08,-0.13,Gold
50,119994,21800,13100,2,13424.15,38.74,2.33,2.07,-0.19,Real Estate
48,25049,15000,9000,0,3558.27,10.32,4.43,4.15,-0.12,Fixed Deposit
19,110361,18900,13400,0,8164.85,39.71,0.64,2.06,2.35,Gold
19,21082,22000,16100,2,11222.87,30.49,4.53,1.94,-1.12,Stocks
50,5661,17500,10000,1,2831.54,29.31,3.43,3.36,1.01,ETFs
20,173484,55700,35600,0,10143.79,10.46,3.82,5.44,0.4,Fixed Deposit
36,7920,65200,43000,2,2828.67,35.84,0.51,3.34,-2.05,Crypto
20,196387,42100,13900,1,17587.77,14.36,3.33,3.07,-0.45,ETFs
44,84561,13300,9000,1,14471.93,35.12,3.15,3.89,-1.25,Index Funds
21,13946,26200,17300,2,1771.22,10.47,2.92,2.29,-1.91,Stocks
43,181572,21100,8400,0,14144.14,29.38,4.04,2.77,1.79,Gold
33,21309,55600,27200,1,3597.45,23.04,3.0,2.07,-1.83,ETFs
27,60230,1600,1200,1,20031.16,16.02,4.36,3.86,1.12,ETFs
44,116822,40600,21500,2,14038.67,13.23,1.55,4.49,-1.29,Stocks
38,166099,28100,20000,0,11593.51,23.2,4.13,4.37,2.04,Gold
34,117340,47700,27700,1,8955.1,13.7,1.31,2.27,-0.63,Index Funds
32,64321,38200,11800,1,8840.16,24.59,4.16,4.9,0.5,Mutual Funds
20,137028,19600,8800,0,14479.63,28.76,4.73,2.28,-0.85,Bonds
43,79131,8300,5800,1,12243.17,34.82,2.01,1.75,-3.25,ETFs
22,183980,16800,12800,2,8940.17,30.36,2.88,2.75,-2.5,Crypto
29,30963,50800,19300,2,7399.91,11.96,3.46,3.99,-2.85,Real Estate
43,106757,25900,19400,1,3538.42,19.22,0.86,1.71,0.38,Index Funds
24,175515,3200,2000,1,13659.96,18.64,2.72,4.24,-0.04,ETFs
20,104259,14100,10400,1,9585.23,37.45,2.12,5.32,0.89,ETFs
41,44063,21200,8300,1,8793.91,36.03,4.43,2.47,-1.02,ETFs
27,119225,6600,4400,2,10860.37,21.1,4.45,3.25,-3.26,Stocks
38,121400,34100,10600,0,14309.76,12.13,3.65,2.14,1.95,Fixed Deposit
22,85818,9200,5400,0,10581.9,36.82,3.45,2.81,1.48,Fixed Deposit
32,9703,29800,11600,0,13119.72,36.65,3.8,1.11,0.56,Fixed Deposit
39,77099,82200,24700,0,13707.03,35.64,2.15,5.77,1.67,Bonds
24,161921,8400,4900,0,6937.12,35.35,2.32,3.08,-0.15,Bonds
24,167932,43400,16900,0,7980.45,24.41,2.99,4.94,0.4,Fixed Deposit
23,36585,9100,2800,1,13830.19,15.32,4.72,1.71,-1.06,Index Funds
30,158087,74600,35800,2,7829.44,24.32,3.76,5.06,-1.61,Stocks
45,48585,34300,21600,2,15591.35,24.84,2.98,5.3,-2.37,Crypto
40,31958,23400,18500,1,3112.73,24.7,3.97,4.58,-1.13,Index Funds
31,31017,54700,35600,1,2863.93,26.16,2.17,5.52,3.99,Index Funds
44,129677,52000,15600,2,14411.79,17.73,3.79,1.84,-2.28,Real Estate
24,181422,32800,24600,1,13926.66,20.99,2.35,3.38,-1.41,Mutual Funds
49,148273,17800,8500,0,6962.27,23.03,1.76,4.1,0.17,Fixed Deposit
23,34426,19400,13800,1,13006.47,13.93,3.24,3.98,3.6,Index Funds
33,22778,24300,9200,2,12082.92,23.66,3.59,5.31,-1.57,Crypto
29,181313,30700,16900,0,8621.24,34.31,2.57,2.08,-0.94,Bonds
42,47229,5000,3700,1,3782.28,34.84,3.04,1.88,1.01,Mutual Funds
32,91652,83200,59100,1,13683.07,22.35,3.62,2.27,0.92,Index Funds
48,133267,94200,65000,1,14298.34,25.56,3.95,5.46,-1.04,ETFs
30,184436,79200,57800,2,3436.14,11.01,4.53,5.71,-1.25,Crypto
40,131503,3600,2300,0,12990.69,30.23,2.1,3.85,0.67,Gold
25,89878,3500,1100,1,14387.3,22.14,4.78,3.51,-0.46,ETFs
23,62056,31800,24800,1,15330.35,23.36,3.37,4.03,0.43,Index Funds
49,163562,27800,15000,0,10475.62,36.21,4.04,4.08,-0.25,Bonds
35,24975,3200,1100,0,7177.53,23.86,3.65,1.85,0.53,Bonds
26,162795,1100,700,1,6306.14,10.64,1.43,4.43,0.68,Mutual Funds
30,159351,24000,12200,2,12647.14,16.82,0.82,3.26,-2.92,Stocks
25,147633,3200,1900,0,14855.53,24.27,3.77,3.59,-0.69,Fixed Deposit
34,93397,82900,25700,1,10747.6,22.73,2.8,1.15,0.5,Index Funds
35,185225,21400,12200,1,11780.51,35.81,3.66,4.82,1.22,Mutual Funds
27,38142,20300,6300,0,4315.79,26.26,2.65,5.18,-0.5,Fixed Deposit
36,31916,5100,3500,2,2165.82,30.69,1.91,4.1,-2.77,Stocks
40,69324,19400,12800,1,8750.47,24.08,1.78,4.74,1.87,ETFs
43,181037,4200,2700,0,1817.03,23.19,3.79,3.61,1.28,Gold
22,130932,34100,20800,1,9621.59,23.39,1.75,4.09,0.16,Index Funds
44,140720,87700,67500,0,6669.98,22.33,3.72,2.97,-0.7,Fixed Deposit
43,171205,6500,2100,1,12177.04,26.16,2.23,4.96,0.9,Mutual Funds
23,186749,93200,31700,1,5554.76,17.51,3.97,3.34,-0.68,Index Funds
50,101059,1700,500,1,9229.17,36.73,1.14,4.4,1.31,ETFs
46,103317,14600,5400,1,9588.74,19.99,1.42,4.11,2.7,Index Funds
39,40046,3100,1500,1,1783.05,14.43,3.59,4.51,-0.73,Index Funds
36,183136,5300,2300,1,2873.75,12.9,3.02,4.93,1.17,Mutual Funds
40,106459,39900,13200,1,7441.13,10.4,1.42,3.56,-0.98,ETFs
22,50893,42500,25500,0,13918.94,22.69,4.56,5.07,1.54,Bonds
26,106520,54900,31300,1,9208.26,15.63,1.74,3.49,-0.37,Mutual Funds
27,130818,19600,9800,1,12027.24,10.65,2.39,5.78,2.17,Mutual Funds
38,66272,9700,6500,2,20170.79,25.6,1.41,4.76,-0.42,Real Estate
21,72649,5000,2600,2,16116.95,30.4,2.25,1.86,-1.35,Stocks
25,69674,16900,7100,1,5852.93,12.57,2.71,5.15,-0.5,Mutual Funds
44,149832,25300,19200,0,17729.23,23.83,1.83,3.76,-0.33,Bonds
24,157999,19600,12000,1,2788.51,32.31,3.96,5.92,0.35,Mutual Funds
24,91475,24800,17600,2,14391.08,39.57,2.27,4.59,-0.49,Crypto
21,66367,39200,17600,1,14478.25,30.02,3.78,1.42,0.37,Index Funds
33,148660,13400,10500,1,10524.78,17.35,1.43,2.97,0.39,Mutual Funds
30,126750,20000,8600,1,7397.36,31.5,2.2,3.59,-0.64,ETFs
45,123154,11300,6900,0,6345.03,27.94,0.54,5.2,0.49,Bonds
21,188305,52300,29800,0,6531.29,16.35,3.91,4.65,-0.88,Bonds
47,49738,14200,9900,0,8207.06,35.53,3.32,2.85,3.0,Gold
45,38397,32900,10900,0,5786.81,22.82,4.18,4.27,0.45,Gold
40,87189,29300,15200,1,16256.62,38.86,2.55,3.88,0.92,Mutual Funds
49,81367,24100,15200,1,14253.16,31.69,4.1,1.63,-0.29,Mutual Funds
34,125585,72200,31800,2,15108.55,29.34,3.41,2.17,-1.08,Real Estate
50,81619,35700,21400,1,7721.49,31.85,0.52,2.71,1.25,ETFs
30,116453,45100,17100,0,20387.49,24.34,1.64,1.98,0.49,Fixed Deposit
18,24816,51900,26000,2,23041.99,25.16,2.72,1.75,-3.92,Crypto
28,178312,52100,17200,0,13764.22,35.54,3.28,1.29,2.89,Gold
45,142348,11200,9000,1,6944.8,30.43,0.8,5.37,1.11,Mutual Funds
36,84530,53700,27900,1,2501.13,36.92,3.67,2.44,-0.57,Index Funds
50,159571,59100,33700,0,2114.62,36.72,2.95,2.45,0.91,Bonds
25,113856,65600,33500,0,10302.19,39.29,2.87,2.03,0.63,Gold
28,76635,51000,27000,1,10400.36,31.01,1.81,3.38,0.74,ETFs
23,112803,64200,29500,1,13538.5,25.07,3.18,3.57,-1.31,ETFs
37,40946,6800,3900,1,5666.59,14.99,0.62,2.04,0.11,Index Funds
41,60204,36600,22300,1,12147.41,31.16,0.79,4.04,0.45,Mutual Funds
29,187958,15100,5300,1,6414.9,18.75,3.8,4.61,1.85,Index Funds
47,20563,22900,11700,1,6672.08,18.49,1.95,2.87,0.15,Index Funds
21,97324,11000,7700,1,3961.67,17.15,2.06,3.93,0.65,ETFs
31,14847,20000,14400,2,12062.39,36.25,1.44,3.51,-1.37,Crypto
35,31155,24100,7500,2,14703.68,36.04,2.51,1.98,0.1,Crypto
23,84671,28900,19400,1,11538.71,28.93,0.73,4.65,1.3,Mutual Funds
19,121891,61900,26000,2,8208.75,24.19,1.85,5.01,-1.03,Real Estate
31,88310,83700,57800,1,5846.5,30.16,2.87,4.24,-0.58,Index Funds
29,154381,47600,26200,2,7626.2,28.22,2.6,2.62,-1.45,Stocks
24,136691,20900,6700,2,15108.4,22.47,5.0,5.63,-2.03,Stocks
35,186180,14500,7300,2,2663.28,21.39,2.25,3.28,-1.29,Crypto
31,39707,11900,7500,0,17331.6,21.48,2.24,2.33,0.84,Gold
29,156409,10000,3700,1,7587.0,27.67,2.77,3.04,-0.37,Index Funds
20,86537,72300,34700,1,13428.42,29.43,1.36,4.46,-1.29,Mutual Funds
37,183686,10700,3700,1,19586.03,23.55,4.44,5.23,3.27,ETFs
24,96155,80700,29100,2,7276.5,39.06,3.08,2.78,-1.05,Crypto
47,5281,15700,11800,1,11306.91,12.52,1.36,2.16,0.94,ETFs
19,163492,18800,11800,0,4341.73,20.41,4.07,4.13,0.5,Bonds
30,175102,15700,8800,1,17151.73,22.57,0.65,5.61,0.37,ETFs
33,137130,56800,18200,2,10054.83,10.51,4.92,1.92,-2.75,Crypto
34,81260,2100,800,1,7365.33,20.95,4.39,5.02,1.91,Index Funds
37,164476,21800,13300,1,15694.03,18.21,3.11,3.38,0.48,Mutual Funds
42,165928,70100,34300,0,13875.12,25.18,1.0,5.0,1.38,Gold
20,145272,27300,19100,1,13388.96,20.09,1.47,3.53,1.71,Mutual Funds
41,69178,50000,31500,0,11316.98,31.79,1.76,2.89,2.57,Gold
23,38997,29800,12200,2,7917.08,25.3,1.58,4.48,-1.5,Stocks
36,161683,19700,6500,2,7500.05,13.89,2.74,5.5,-1.08,Crypto
26,124273,38500,23500,1,10893.39,32.5,4.75,2.6,-0.87,Mutual Funds
38,177307,54500,38700,1,7111.5,12.98,2.5,3.3,-1.3,Mutual Funds
28,171129,9200,7200,0,5796.57,35.17,3.48,2.15,1.98,Bonds
42,137311,46300,36600,1,14000.58,37.94,3.6,1.92,-1.5,Mutual Funds
33,131945,14800,9200,1,11517.6,19.67,4.42,4.89,-0.57,Index Funds
44,50272,36300,18900,1,12534.25,37.78,0.65,2.0,-2.45,Index Funds
19,94393,13200,5400,1,5587.59,33.79,2.32,4.97,1.1,Index Funds
49,66212,14700,6200,1,7414.86,37.67,4.03,3.15,-0.19,Index Funds
50,151470,49900,18500,2,9170.53,29.99,4.17,5.98,1.32,Crypto
48,125030,33100,24200,0,10107.32,17.07,4.67,1.99,1.05,Gold
50,61503,14700,5600,2,11524.85,36.84,3.66,1.46,-2.46,Crypto
19,142710,52800,21100,1,2212.58,15.53,1.6,1.38,0.28,Mutual Funds
19,11570,2300,1500,1,1503.09,16.39,2.78,5.18,-1.64,Mutual Funds
38,73785,13600,7300,1,14723.45,18.13,0.65,3.19,0.21,Mutual Funds
20,14110,30200,10600,1,7795.68,19.13,3.41,1.02,-0.88,Index Funds
21,84141,53600,39100,0,13722.05,25.43,2.99,5.37,2.75,Gold
40,17115,7400,4000,1,5560.8,31.4,3.5,5.38,4.0,Index Funds
20,44062,42200,27400,1,12300.39,37.79,4.69,5.03,-0.37,Index Funds
21,27911,42500,14900,1,6405.53,12.65,3.59,2.24,0.15,Index Funds
24,109061,76600,39100,2,13803.07,38.63,1.94,2.86,-3.43,Stocks
31,37556,12900,6800,2,16701.82,37.64,1.39,4.72,-2.47,Stocks
19,133335,8200,6500,0,15810.23,11.62,4.35,3.45,0.58,Bonds
35,6969,1400,700,0,3351.0,20.81,1.37,1.77,-0.05,Fixed Deposit
41,48753,56000,22400,1,11669.33,34.39,1.23,2.21,0.63,ETFs
45,140542,38400,14200,2,11015.81,28.35,1.43,5.86,-1.2,Crypto
31,126863,18600,13600,1,784.76,33.37,2.79,1.76,0.45,Index Funds
50,15225,4700,1700,1,834.13,31.57,1.06,4.63,-3.79,Mutual Funds
43,128008,33600,10800,1,12982.51,24.9,4.72,3.39,-0.91,Mutual Funds
25,159268,10900,3800,1,4491.03,11.24,4.85,4.74,0.7,ETFs
31,110823,5800,3300,0,10914.84,27.53,4.88,4.31,2.54,Gold
20,18669,76500,59700,0,7577.35,11.46,0.68,3.2,-0.18,Fixed Deposit
29,173452,12500,4400,1,14816.35,28.11,4.76,2.77,0.88,Mutual Funds
19,129398,53000,23300,0,15373.77,34.01,4.99,4.77,-1.0,Bonds
27,115677,6300,3700,2,22251.06,27.55,4.74,2.62,0.67,Crypto
30,53320,6500,2500,1,3981.46,39.91,3.52,4.94,-0.74,Index Funds
19,183486,75300,55000,0,21784.17,23.68,3.66,4.4,2.93,Gold
35,151649,2200,1700,1,4842.28,32.46,1.05,3.89,-0.49,ETFs
47,130354,28200,11300,1,10819.39,30.02,4.43,2.84,-0.25,Index Funds
28,93009,1600,1100,1,9423.22,39.74,0.77,2.03,1.16,Mutual Funds
23,191481,39300,20800,1,2269.74,31.4,1.93,4.55,0.75,Mutual Funds
50,33625,36200,18800,1,15169.63,14.92,4.96,1.46,-0.55,Index Funds
50,29089,1800,1100,1,2165.92,38.67,2.4,5.85,0.61,Index Funds
21,41487,65800,27600,2,15291.1,30.03,1.09,5.89,-1.58,Stocks
33,115448,14500,10400,1,13480.06,11.78,4.86,1.65,0.34,Index Funds
22,55138,22700,13400,0,12143.64,29.73,4.93,1.52,0.82,Bonds
32,178895,28900,10700,1,10503.13,36.49,1.34,3.06,-0.63,Index Funds
30,173280,12900,7000,1,7507.9,27.31,4.39,5.82,-0.55,Mutual Funds
28,59061,86500,58000,0,14825.5,20.62,2.26,3.0,-0.94,Bonds
42,166731,45500,33700,2,5164.47,34.63,2.22,2.82,-2.15,Crypto
38,106376,63300,31000,1,7385.5,33.48,1.68,4.52,0.62,ETFs
24,167962,73700,23600,1,5526.5,26.33,0.7,1.89,-0.71,ETFs
49,84134,1700,800,1,7697.11,14.63,1.71,2.82,0.83,ETFs
20,52055,4100,2600,1,23278.54,17.53,0.74,2.46,-0.27,Mutual Funds
50,24508,51100,23500,1,8269.45,32.15,4.66,4.01,0.92,Index Funds
33,178359,61800,40200,2,10801.69,34.18,3.48,1.81,-2.57,Crypto
47,163056,30900,24700,2,13556.52,18.38,4.49,3.74,-1.72,Real Estate
30,115169,43800,19300,2,8972.3,21.04,3.73,5.29,-1.26,Stocks
41,13125,4300,1500,0,2223.13,12.33,1.09,3.57,1.8,Fixed Deposit
26,41059,13700,10100,0,4813.37,31.4,4.73,4.42,0.6,Bonds
39,108409,23400,8900,1,8627.4,10.11,4.55,1.38,-0.4,Mutual Funds
33,153159,47200,14600,1,17835.42,11.4,2.07,3.25,-0.72,Index Funds
46,10704,7400,4100,0,9450.49,10.13,1.0,1.47,0.89,Fixed Deposit
44,196648,50300,28200,1,5549.33,29.36,3.67,4.0,-0.88,Index Funds
47,116279,18400,6400,0,7264.19,22.52,3.78,2.41,1.1,Bonds
32,163280,80700,46000,1,4367.52,18.93,4.54,2.44,-0.32,ETFs
48,123516,25800,8800,2,22416.49,37.38,0.74,1.38,1.94,Real Estate
39,175954,4400,1500,1,12290.29,15.78,1.14,2.55,-1.42,ETFs
32,161995,14000,8800,1,2524.58,21.68,3.19,3.53,-0.19,ETFs
30,119044,17700,10800,2,1935.06,38.21,3.29,3.92,-1.38,Crypto
48,34165,39100,15200,0,15014.15,22.81,0.65,1.33,2.44,Bonds
40,72203,33600,24500,1,5967.43,26.64,2.29,4.26,0.03,ETFs
19,9114,36300,11300,2,18369.57,12.41,3.13,3.44,-1.51,Real Estate
48,41321,10400,3700,2,2880.66,33.7,3.82,3.68,-1.35,Real Estate
25,78297,8400,2900,1,15430.8,22.68,1.92,5.16,0.77,ETFs
30,101652,42600,33200,2,13766.78,34.02,2.68,2.71,-2.73,Real Estate
39,104304,30800,18200,1,9229.13,17.61,4.16,1.87,-0.27,ETFs
27,161498,6500,2000,1,713.15,22.67,4.79,3.76,-1.28,Index Funds
30,22772,70000,49000,0,5612.7,33.6,1.54,5.73,-0.24,Gold
30,108754,12000,9000,1,8088.04,39.22,1.64,3.59,0.15,Mutual Funds
38,8712,7000,4600,1,8041.41,11.79,4.73,5.16,-0.15,Mutual Funds
28,137439,24400,11000,0,6039.62,34.37,2.28,4.79,-0.4,Gold
50,120142,1300,600,1,2855.1,19.02,3.73,3.59,0.25,ETFs
21,96736,19200,12700,1,9714.86,26.52,3.26,4.24,2.62,Index Funds
40,56924,30300,20000,1,8637.3,18.7,1.79,3.03,1.91,ETFs
49,8726,28100,22200,1,11490.95,28.4,3.44,3.65,-0.51,ETFs
20,94152,14200,4800,1,2308.17,20.61,3.45,3.54,1.09,Mutual Funds
33,32723,30700,17800,0,18910.61,20.01,3.17,4.55,1.01,Fixed Deposit
47,131969,54200,20100,0,9348.6,11.14,0.95,3.05,-0.57,Fixed Deposit
28,105494,54600,34400,1,20065.82,14.41,4.98,1.5,-0.05,ETFs
24,145180,31800,17200,0,10074.39,37.51,2.3,4.94,0.81,Gold
41,40643,31400,23900,1,1642.3,39.95,3.37,4.42,-1.1,Index Funds
24,167396,14400,5600,0,6038.2,33.42,4.49,5.75,-0.36,Gold
19,108896,36500,20400,1,13103.75,18.6,2.4,3.14,-0.3,Mutual Funds
41,144999,39100,26200,1,12792.0,22.07,3.98,1.39,-0.4,ETFs
35,98680,53200,30900,1,11388.33,32.19,4.87,1.61,-0.46,Index Funds
23,101546,16100,10600,1,11327.85,39.06,2.12,4.87,0.66,ETFs
21,158515,27000,15900,0,15033.62,23.66,2.32,1.34,0.04,Gold
37,84973,7900,6200,1,6541.0,34.89,4.58,5.54,0.96,Mutual Funds
31,68449,18100,6700,1,16857.75,39.25,1.22,2.41,3.78,ETFs
46,114834,30200,18400,0,15085.6,36.2,0.63,5.49,-0.8,Fixed Deposit
37,196305,12100,6700,1,7149.42,16.81,4.59,4.87,0.33,Index Funds
43,30537,34400,27200,0,9978.34,10.24,4.2,5.36,0.76,Bonds
21,82576,25500,8900,0,9351.2,24.76,4.88,2.07,1.64,Gold
42,112522,36800,11400,1,19789.81,25.94,0.76,3.98,0.65,ETFs
39,27612,19800,9500,2,9072.71,16.04,1.2,1.47,-1.64,Stocks
34,11471,55500,28300,1,16069.46,18.54,0.97,2.01,-0.99,Mutual Funds
25,171703,4800,1600,0,12084.58,32.95,3.58,2.55,0.22,Fixed Deposit
50,36348,74300,39400,2,9414.7,24.11,3.23,4.7,-1.04,Stocks
21,6177,52700,42200,1,2616.2,19.52,2.12,1.12,-2.21,Index Funds
20,140832,13800,5000,2,10954.88,28.68,0.76,5.52,-1.21,Real Estate
38,37779,32600,23500,1,6389.61,29.58,3.38,1.35,-1.2,Mutual Funds
45,26636,13200,5900,2,17928.26,33.08,3.07,2.88,-1.51,Real Estate
35,86889,19400,14600,1,5116.88,14.7,1.01,1.41,3.79,Index Funds
20,58551,4100,1800,1,7059.09,32.25,4.59,4.84,0.47,Mutual Funds
34,147628,28600,18000,1,1011.33,27.98,1.4,1.71,0.17,Mutual Funds
34,163670,39300,12200,1,11143.83,11.73,3.85,5.42,1.38,Index Funds
27,147635,14000,6700,1,3203.05,33.32,4.48,3.65,2.7,Index Funds
24,51819,28300,9600,1,13141.49,21.49,3.11,5.74,0.58,ETFs
50,78770,44100,32600,0,7868.75,19.91,1.61,2.45,1.53,Bonds
21,163038,10500,5500,1,12541.56,23.44,1.89,3.27,-0.75,ETFs
49,195961,17400,12700,2,10905.85,20.39,4.49,4.47,-1.36,Real Estate
37,163059,1400,1000,1,5056.37,20.15,1.84,5.16,1.36,ETFs
25,83714,21600,9700,0,12262.41,34.24,3.86,3.11,1.34,Fixed Deposit
49,194420,16200,11300,0,3193.26,13.74,4.96,5.46,1.19,Gold
46,29596,22200,10400,1,7589.09,39.12,5.0,1.59,0.19,Mutual Funds
38,169246,18200,10900,2,3955.06,26.65,2.9,4.54,-1.17,Crypto
22,69106,30500,20700,0,15825.41,15.49,4.22,2.74,-0.72,Gold
18,64182,11900,7900,0,14385.41,13.94,4.96,1.51,1.73,Gold
40,92163,7500,2900,0,9141.94,27.75,2.19,2.93,-0.89,Fixed Deposit
23,44310,42000,14300,1,9966.01,28.99,1.64,5.4,0.28,ETFs
46,61088,67500,25700,1,12241.38,11.59,1.01,5.9,-1.16,ETFs
25,133803,38700,29000,0,1961.11,17.29,1.13,2.96,-0.29,Fixed Deposit
32,144978,71700,49500,2,21836.17,33.86,4.34,5.43,-1.62,Real Estate
42,41914,2700,1000,1,7947.06,11.49,3.15,3.55,-0.11,Index Funds
44,115350,40900,12300,0,15685.33,35.65,4.43,4.59,-0.72,Bonds
44,50379,56800,30100,2,12968.19,29.74,4.05,1.23,-2.56,Stocks
29,173722,18400,12900,1,18649.13,23.03,3.53,3.79,0.98,Index Funds
45,182953,37500,22500,0,10080.66,20.39,3.24,1.35,0.91,Fixed Deposit
49,51413,29000,16800,1,9228.31,10.58,0.72,2.34,0.08,ETFs
24,142084,10800,5900,2,11922.9,34.76,4.43,3.83,-1.69,Real Estate
49,186187,52300,25100,2,1432.69,14.28,2.38,5.04,-1.67,Stocks
26,12151,20100,6600,0,11095.26,19.29,3.02,3.8,3.5,Gold
45,62716,65000,22800,1,10604.35,27.07,0.6,5.68,-3.93,ETFs
22,98747,20700,13700,1,14318.26,17.38,4.71,5.05,-1.64,Index Funds
25,172450,32100,18300,1,8368.55,24.91,4.56,1.78,3.22,Index Funds
21,178724,9200,4900,0,2736.16,34.28,2.94,2.94,3.69,Bonds
18,149539,49100,35400,1,5524.89,24.12,3.1,4.34,2.55,Mutual Funds
39,167082,47400,33700,1,11814.72,38.47,3.67,5.69,0.8,Index Funds
24,126999,10100,4000,1,6906.09,35.43,1.69,5.94,-0.95,Index Funds
38,119793,51100,30100,2,13526.85,19.99,1.5,4.82,-2.52,Crypto
33,190763,69000,24800,1,18431.45,22.0,3.53,3.87,0.61,Index Funds
36,113177,9000,6000,2,10638.19,22.7,0.97,4.78,-1.14,Crypto
49,17289,32100,11600,1,9313.7,28.79,2.54,2.37,2.18,Mutual Funds
43,181048,39900,25500,2,6526.11,18.6,2.72,2.42,-2.78,Crypto
41,179668,5800,4300,0,11780.93,39.08,2.22,4.27,0.3,Fixed Deposit
33,159243,8300,5900,0,5178.02,28.26,1.33,5.36,1.39,Bonds
23,91365,42100,32400,0,11648.65,21.98,2.1,5.85,1.52,Fixed Deposit
27,119014,23800,15700,2,10231.19,29.35,2.02,2.71,1.25,Crypto
28,180211,35900,18000,1,14685.68,21.86,2.75,4.98,0.51,ETFs
48,184785,29700,13700,0,8652.83,34.53,3.54,5.26,0.19,Bonds
20,165806,47600,30900,0,7166.56,27.04,4.86,4.12,1.36,Fixed Deposit
25,77588,28900,22500,0,13800.11,11.26,1.15,2.74,0.51,Fixed Deposit
39,68646,4300,1700,1,16124.88,15.3,4.43,4.1,0.56,ETFs
35,8654,92400,53600,0,3350.6,35.95,1.78,3.92,0.05,Bonds
22,23743,44900,28700,2,19487.09,26.89,3.16,4.03,-0.58,Stocks
27,53368,10200,7500,2,14479.57,38.51,2.96,4.1,-2.02,Crypto
47,142513,6300,2000,2,16342.14,12.17,3.01,5.24,-1.77,Crypto
45,124735,10500,6500,0,13305.15,18.86,3.76,1.85,-0.57,Gold
27,160683,3000,2000,1,6411.28,15.81,2.22,2.84,-0.18,ETFs
43,124891,27100,10600,1,12855.98,26.62,1.94,3.93,-1.45,ETFs
31,112971,3100,2500,1,6103.95,21.48,4.34,2.42,-1.56,Index Funds
22,17149,3900,1800,1,2141.84,14.72,1.49,5.89,-0.55,ETFs
22,105102,17300,10700,0,16227.26,29.28,1.31,2.32,1.35,Fixed Deposit
28,64189,11300,8400,1,10831.43,26.09,0.57,3.35,-3.18,Mutual Funds
44,157747,65600,47900,2,12585.5,18.24,1.45,5.39,-1.41,Stocks
23,76031,22700,7700,0,8105.75,24.39,2.83,1.4,0.24,Bonds
28,47668,61700,33900,1,13194.84,32.37,2.92,5.1,1.93,ETFs
43,149745,20200,15200,1,15035.47,16.16,1.64,3.86,3.24,Index Funds
48,93204,9400,4200,1,8542.62,18.79,0.83,1.16,-0.51,Mutual Funds
27,159741,41700,21300,1,5977.06,20.38,3.85,5.51,-0.54,Index Funds
44,170140,43600,16600,1,9144.28,32.4,3.91,1.2,-0.21,ETFs
50,145507,20500,10000,0,8893.24,35.41,4.99,3.58,0.34,Bonds
35,188321,74700,24700,1,8731.1,21.29,4.55,1.25,-0.07,ETFs
25,42384,56600,27200,0,3762.93,18.9,4.67,1.36,0.17,Gold
